2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
2	2	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	2	2
2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
2	2	0	1	1	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	0	2	2
2	2	0	1	1	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	0	2	2
2	2	0	1	1	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	0	2	2
2	2	0	1	1	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	0	2	2
2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	2
2	2	0	1	1	0	P	P	P	P	P	P	P	P	P	P	0	1	1	0	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	1	1	0	P	P	P	P	P	P	P	P	P	P	P	P	0	1	1	0	2	2
2	2	0	1	1	0	P	2	2	2	2	2	2	2	2	P	0	1	1	0	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	1	1	0	P	P	P	P	P	P	P	P	P	P	P	P	0	1	1	0	2	2
2	2	0	1	1	0	P	2	2	2	2	2	2	2	2	P	0	1	1	0	P	P	5	5	5	5	P	5	5	5	5	P	5	5	5	5	P	P	0	1	1	0	P	P	6	6	6	6	P	6	6	6	6	P	0	1	1	0	2	2
2	2	0	1	1	0	P	2	2	P	P	P	P	2	2	P	0	1	1	0	P	P	5	5	5	5	P	5	5	5	5	P	5	5	5	5	P	P	0	1	1	0	P	P	6	6	6	6	P	6	6	6	6	P	0	1	1	0	2	2
2	2	0	1	1	0	P	2	2	P	P	P	P	2	2	P	0	1	1	0	P	P	5	5	5	5	P	5	5	5	5	P	5	5	5	5	P	P	0	1	1	0	P	P	6	6	6	6	P	6	6	6	6	P	0	1	1	0	2	2
2	2	0	1	1	0	P	2	2	P	P	P	P	2	2	P	0	1	1	0	P	P	5	5	5	5	P	5	5	5	5	P	5	5	5	5	P	P	0	1	1	0	P	P	6	6	6	6	P	6	6	6	6	P	0	1	1	0	2	2
2	2	0	1	1	0	P	2	2	P	P	P	P	2	2	P	0	1	1	0	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	1	1	0	P	P	P	P	P	P	P	P	P	P	P	P	0	1	1	0	2	2
2	2	0	1	1	0	P	2	2	P	P	P	P	2	2	P	0	1	1	0	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	1	1	0	P	P	P	P	P	P	P	P	P	P	P	P	0	1	1	0	2	2
2	2	0	1	1	0	P	2	2	P	P	P	P	2	2	P	0	1	1	0	P	P	5	5	5	5	P	5	5	5	5	P	5	5	5	5	P	P	0	1	1	0	P	P	6	6	6	6	P	6	6	6	6	P	0	1	1	0	2	2
2	2	0	1	1	0	P	2	2	P	P	P	P	2	2	P	0	1	1	0	P	P	5	5	5	5	P	5	5	5	5	P	5	5	5	5	P	P	0	1	1	0	P	P	6	6	6	6	P	6	6	6	6	P	0	1	1	0	2	2
2	2	0	1	1	0	P	2	2	P	P	P	P	2	2	P	0	1	1	0	P	P	5	5	5	5	P	5	5	5	5	P	5	5	5	5	P	P	0	1	1	0	P	P	6	6	6	6	P	6	6	6	6	P	0	1	1	0	2	2
2	2	0	1	1	0	P	2	2	2	2	2	2	2	2	P	0	1	1	0	P	P	5	5	5	5	P	5	5	5	5	P	5	5	5	5	P	P	0	ZT	ZT	0	P	P	6	6	6	6	P	6	6	6	6	P	0	1	1	0	2	2
2	2	0	1	1	0	P	2	2	2	2	2	2	2	2	P	0	1	1	0	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	ZT	ZT	0	P	P	P	P	P	P	P	P	P	P	P	P	0	1	1	0	2	2
2	2	0	ZT	ZT	0	P	P	P	P	P	P	P	P	P	P	0	ZT	ZT	0	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	R	R	R	R	R	R	P	P	P	P	P	P	P	P	P	P	P	0	ZT	ZT	0	2	2
2	2	0	ZT	ZT	0	0	0	0	0	0	0	0	0	0	0	0	ZT	ZT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	R	R	R	R	R	R	0	0	0	0	0	0	0	0	0	0	0	0	ZT	ZT	0	2	2
2	2	0	I2	I2	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I5	I5	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	R	R	R	R	R	R	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I4	I4	0	2	2
2	2	0	I2	I2	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I5	I5	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	R	R	R	R	R	R	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I4	I4	0	2	2
2	2	0	ZB	ZB	0	0	0	0	0	0	0	0	0	0	0	0	ZB	ZB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	R	R	R	R	R	R	0	0	0	0	0	0	0	0	0	0	0	0	ZB	ZB	0	2	2
2	2	0	ZB	ZB	0	P	P	P	P	P	P	P	P	P	P	0	ZB	ZB	0	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	R	R	R	R	R	R	P	P	P	P	P	P	P	P	P	P	P	0	ZB	ZB	0	2	2
2	2	0	1	1	0	P	2	2	2	2	2	2	2	2	P	0	1	1	0	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	ZB	ZB	0	P	P	P	P	P	P	P	P	P	P	P	P	0	1	1	0	2	2
2	2	0	1	1	0	P	2	2	2	2	2	2	2	2	P	0	1	1	0	P	P	P	6	6	6	6	6	6	6	6	6	6	6	6	P	P	P	0	ZB	ZB	0	P	P	6	6	6	6	6	6	6	6	P	P	0	1	1	0	2	2
2	2	0	1	1	0	P	2	2	P	P	P	P	2	2	P	0	1	1	0	P	P	P	6	6	6	6	6	6	6	6	6	6	6	6	P	P	P	0	1	1	0	P	P	6	6	6	6	6	6	6	6	P	P	0	1	1	0	2	2
2	2	0	1	1	0	P	2	2	P	P	P	P	2	2	P	0	1	1	0	P	P	P	6	6	6	6	6	6	6	6	6	6	6	6	P	P	P	0	1	1	0	P	P	6	6	6	6	6	6	6	6	P	P	0	1	1	0	2	2
2	2	0	1	1	0	P	2	2	P	P	P	P	2	2	P	0	1	1	0	P	P	P	6	6	6	6	6	6	6	6	6	6	6	6	P	P	P	0	1	1	0	P	P	6	6	6	6	6	6	6	6	P	P	0	1	1	0	2	2
2	2	0	1	1	0	P	2	2	P	P	P	P	2	2	P	0	1	1	0	P	P	P	6	6	6	6	6	6	6	6	6	6	6	6	P	P	P	0	1	1	0	P	P	6	6	6	6	6	6	6	6	P	P	0	1	1	0	2	2
2	2	0	1	1	0	P	2	2	P	P	P	P	2	2	P	0	1	1	0	P	P	P	6	6	6	6	6	6	6	6	6	6	6	6	P	P	P	0	1	1	0	P	P	6	6	6	6	6	6	6	6	P	P	0	1	1	0	2	2
2	2	0	1	1	0	P	2	2	P	P	P	P	2	2	P	0	1	1	0	P	P	P	6	6	6	6	6	6	6	6	6	6	6	6	P	P	P	0	1	1	0	P	P	6	6	6	6	6	6	6	6	P	P	0	1	1	0	2	2
2	2	0	1	1	0	P	2	2	2	2	2	2	2	2	P	0	1	1	0	P	P	P	6	6	6	6	6	6	6	6	6	6	6	6	P	P	P	0	1	1	0	P	P	6	6	6	6	6	6	6	6	P	P	0	1	1	0	2	2
2	2	0	1	1	0	P	2	2	2	2	2	2	2	2	P	0	1	1	0	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	1	1	0	P	P	P	P	P	P	P	P	P	P	P	P	0	1	1	0	2	2
2	2	0	ZT	ZT	0	P	P	P	P	P	P	P	P	P	P	0	ZT	ZT	0	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	ZT	ZT	0	P	P	P	P	P	P	P	P	P	P	P	P	0	ZT	ZT	0	2	2
2	2	0	ZT	ZT	0	0	0	0	0	0	0	0	0	0	0	0	ZT	ZT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ZT	ZT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ZT	ZT	0	2	2
2	2	0	I2	I2	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I5	I5	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I5	I5	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I4	I4	0	2	2
2	2	0	I2	I2	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I5	I5	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I5	I5	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I4	I4	0	2	2
2	2	0	ZB	ZB	0	0	0	0	0	0	0	0	0	0	0	0	ZB	ZB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ZB	ZB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ZB	ZB	0	2	2
2	2	0	ZB	ZB	0	P	P	P	P	P	P	P	P	P	P	0	ZB	ZB	0	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	ZB	ZB	0	P	P	P	P	P	P	P	P	P	P	P	P	0	ZB	ZB	0	2	2
2	2	0	1	1	0	P	P	P	P	P	P	P	P	P	P	0	1	1	0	P	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	P	0	1	1	0	P	2	2	2	2	2	2	2	2	2	2	P	0	1	1	0	2	2
2	2	0	1	1	0	P	P	2	2	2	2	2	2	P	P	0	1	1	0	P	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	P	0	1	1	0	P	2	2	2	2	2	2	2	2	2	2	P	0	1	1	0	2	2
2	2	0	1	1	0	P	P	2	2	2	2	2	2	P	P	0	1	1	0	P	2	2	P	P	P	P	P	P	P	P	P	P	P	P	2	2	P	0	1	1	0	P	2	2	P	P	P	P	P	P	2	2	P	0	1	1	0	2	2
2	2	0	1	1	0	P	P	2	2	P	P	2	2	P	P	0	1	1	0	P	2	2	P	P	P	P	P	P	P	P	P	P	P	P	2	2	P	0	1	1	0	P	2	2	P	P	P	P	P	P	2	2	P	0	1	1	0	2	2
2	2	0	1	1	0	P	P	2	2	P	P	2	2	P	P	0	S	S	0	P	2	2	P	P	P	P	P	P	P	P	P	P	P	P	2	2	P	0	1	1	0	P	2	2	P	P	P	P	P	P	2	2	P	0	1	1	0	2	2
2	2	0	1	1	0	P	P	2	2	2	2	2	2	P	P	0	S	S	0	P	2	2	P	P	P	P	P	P	P	P	P	P	P	P	2	2	P	0	1	1	0	P	2	2	P	P	P	P	P	P	2	2	P	0	1	1	0	2	2
2	2	0	1	1	0	P	P	2	2	2	2	2	2	P	P	0	0	0	0	P	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	P	0	1	1	0	P	2	2	2	2	2	2	2	2	2	2	P	0	1	1	0	2	2
2	2	0	1	1	0	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	P	0	1	1	0	P	2	2	2	2	2	2	2	2	2	2	P	0	1	1	0	2	2
2	2	0	1	1	0	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	ZT	ZT	0	P	P	P	P	P	P	P	P	P	P	P	P	0	1	1	0	2	2
2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ZT	ZT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	2
2	2	0	I1	I1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I1	I1	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	I1	I1	0	2	2
